,adm_0_name,adm_0_code,adm_1_name,adm_1_code,adm_2_name,adm_2_code,calendar_start_date,calendar_end_date,case_total
1,Argentina,12,Corrientes,435,NA,NA,01/01/1998,31/01/1998,0
2,Argentina,12,NA,NA,NA,NA,01/01/1998,31/12/1998,822
3,Argentina,12,Corrientes,435,NA,NA,01/02/1998,28/02/1998,0
4,Argentina,12,Corrientes,435,NA,NA,01/03/1998,31/03/1998,0
5,Argentina,12,Corrientes,435,NA,NA,01/11/1998,30/11/1998,0
6,Argentina,12,Corrientes,435,NA,NA,01/12/1998,31/12/1998,0
7,Argentina,12,Corrientes,435,NA,NA,01/01/1999,31/01/1999,0
8,Argentina,12,NA,NA,NA,NA,01/01/1999,31/12/1999,1700
9,Argentina,12,Corrientes,435,NA,NA,01/02/1999,28/02/1999,0
10,Argentina,12,Corrientes,435,NA,NA,01/03/1999,31/03/1999,0
11,Argentina,12,Corrientes,435,NA,NA,01/04/1999,30/04/1999,0
12,Argentina,12,Corrientes,435,NA,NA,01/05/1999,31/05/1999,0
13,Argentina,12,Formosa,437,NA,NA,01/06/1999,30/06/1999,0
14,Argentina,12,Formosa,437,NA,NA,01/07/1999,31/07/1999,0
15,Argentina,12,Formosa,437,NA,NA,01/08/1999,31/08/1999,0
16,Argentina,12,Formosa,437,NA,NA,01/09/1999,30/09/1999,0
17,Argentina,12,Formosa,437,NA,NA,01/10/1999,31/10/1999,0
18,Argentina,12,Formosa,437,NA,NA,01/11/1999,30/11/1999,0
19,Argentina,12,Formosa,437,NA,NA,01/12/1999,31/12/1999,0
20,Argentina,12,NA,NA,NA,NA,01/01/2000,31/12/2000,1700
21,Argentina,12,NA,NA,NA,NA,01/01/2001,31/12/2001,11
22,Argentina,12,NA,NA,NA,NA,01/01/2002,31/12/2002,234
23,Argentina,12,NA,NA,NA,NA,01/01/2003,31/12/2003,135
24,Argentina,12,Formosa,437,NA,NA,01/01/2004,31/01/2004,0
25,Argentina,12,NA,NA,NA,NA,01/01/2004,31/12/2004,3284
26,Argentina,12,Formosa,437,NA,NA,01/02/2004,29/02/2004,0
27,Argentina,12,Formosa,437,NA,NA,01/03/2004,31/03/2004,0
28,Argentina,12,Formosa,437,NA,NA,01/04/2004,30/04/2004,0
29,Argentina,12,Corrientes,435,NA,NA,01/05/2004,31/05/2004,1
30,Argentina,12,Corrientes,435,NA,NA,01/06/2004,30/06/2004,10
31,Argentina,12,Corrientes,435,NA,NA,01/07/2004,31/07/2004,40
32,Argentina,12,Corrientes,435,NA,NA,01/08/2004,31/08/2004,100
33,Argentina,12,Corrientes,435,NA,NA,01/09/2004,30/09/2004,160
34,Argentina,12,Corrientes,435,NA,NA,01/10/2004,31/10/2004,50
35,Argentina,12,NA,NA,NA,NA,01/01/2005,31/12/2005,249
36,Argentina,12,NA,NA,NA,NA,01/01/2006,31/12/2006,181
37,Argentina,12,NA,NA,NA,NA,01/01/2007,31/12/2007,173
38,Argentina,12,NA,NA,NA,NA,01/01/2008,31/12/2008,40
39,Argentina,12,NA,NA,NA,NA,01/01/2009,31/12/2009,26612
40,Argentina,12,NA,NA,NA,NA,01/01/2010,31/12/2010,1185
41,Argentina,12,NA,NA,NA,NA,01/01/2011,31/12/2011,213
42,Argentina,12,NA,NA,NA,NA,01/01/2012,31/12/2012,2803
43,Argentina,12,NA,NA,NA,NA,02/01/2022,08/01/2022,0
44,Argentina,12,NA,NA,NA,NA,02/01/2022,12/03/2022,26
45,Argentina,12,NA,NA,NA,NA,02/01/2022,19/03/2022,46
46,Argentina,12,NA,NA,NA,NA,02/01/2022,26/03/2022,65
47,Argentina,12,NA,NA,NA,NA,02/01/2022,02/04/2022,149
48,Argentina,12,NA,NA,NA,NA,02/01/2022,09/04/2022,195
49,Argentina,12,NA,NA,NA,NA,02/01/2022,16/04/2022,302
50,Argentina,12,NA,NA,NA,NA,02/01/2022,23/04/2022,381
51,Argentina,12,NA,NA,NA,NA,02/01/2022,15/01/2022,0
52,Argentina,12,NA,NA,NA,NA,02/01/2022,22/01/2022,0
53,Argentina,12,NA,NA,NA,NA,02/01/2022,29/01/2022,0
54,Argentina,12,NA,NA,NA,NA,02/01/2022,05/02/2022,0
55,Argentina,12,NA,NA,NA,NA,02/01/2022,12/02/2022,0
56,Argentina,12,NA,NA,NA,NA,02/01/2022,19/02/2022,1
57,Argentina,12,NA,NA,NA,NA,02/01/2022,26/02/2022,9
58,Argentina,12,NA,NA,NA,NA,02/01/2022,05/03/2022,9
59,Argentina,12,NA,NA,NA,NA,03/01/2021,30/10/2021,3972
60,Argentina,12,NA,NA,NA,NA,03/01/2021,06/11/2021,3972
61,Argentina,12,NA,NA,NA,NA,03/01/2021,13/11/2021,3972
62,Argentina,12,NA,NA,NA,NA,03/01/2021,20/11/2021,3972
63,Argentina,12,NA,NA,NA,NA,03/01/2021,27/11/2021,3972
64,Argentina,12,NA,NA,NA,NA,03/01/2021,04/12/2021,3972
65,Argentina,12,NA,NA,NA,NA,03/01/2021,11/12/2021,3972
66,Argentina,12,NA,NA,NA,NA,03/01/2021,18/12/2021,3972
67,Argentina,12,NA,NA,NA,NA,03/01/2021,25/12/2021,3972
68,Argentina,12,NA,NA,NA,NA,03/01/2021,01/01/2022,3972
69,Argentina,12,NA,NA,NA,NA,29/12/2019,04/01/2020,68
70,Argentina,12,NA,NA,NA,NA,29/12/2019,07/03/2020,9237
71,Argentina,12,NA,NA,NA,NA,29/12/2019,14/03/2020,13724
72,Argentina,12,NA,NA,NA,NA,29/12/2019,21/03/2020,17971
73,Argentina,12,NA,NA,NA,NA,29/12/2019,28/03/2020,22273
74,Argentina,12,NA,NA,NA,NA,29/12/2019,04/04/2020,27705
75,Argentina,12,NA,NA,NA,NA,29/12/2019,11/04/2020,32869
76,Argentina,12,NA,NA,NA,NA,29/12/2019,18/04/2020,38596
77,Argentina,12,NA,NA,NA,NA,29/12/2019,25/04/2020,43909
78,Argentina,12,NA,NA,NA,NA,29/12/2019,02/05/2020,48204
79,Argentina,12,NA,NA,NA,NA,29/12/2019,09/05/2020,52132
80,Argentina,12,NA,NA,NA,NA,29/12/2019,11/01/2020,261
81,Argentina,12,NA,NA,NA,NA,29/12/2019,16/05/2020,55260
82,Argentina,12,NA,NA,NA,NA,29/12/2019,23/05/2020,57209
83,Argentina,12,NA,NA,NA,NA,29/12/2019,30/05/2020,58234
84,Argentina,12,NA,NA,NA,NA,29/12/2019,06/06/2020,58674
85,Argentina,12,NA,NA,NA,NA,29/12/2019,13/06/2020,58950
86,Argentina,12,NA,NA,NA,NA,29/12/2019,20/06/2020,59070
87,Argentina,12,NA,NA,NA,NA,29/12/2019,27/06/2020,59174
88,Argentina,12,NA,NA,NA,NA,29/12/2019,04/07/2020,59248
89,Argentina,12,NA,NA,NA,NA,29/12/2019,11/07/2020,59271
90,Argentina,12,NA,NA,NA,NA,29/12/2019,18/07/2020,59288
91,Argentina,12,NA,NA,NA,NA,29/12/2019,18/01/2020,481
92,Argentina,12,NA,NA,NA,NA,29/12/2019,25/07/2020,59315
93,Argentina,12,NA,NA,NA,NA,29/12/2019,01/08/2020,59317
94,Argentina,12,NA,NA,NA,NA,29/12/2019,08/08/2020,59322
95,Argentina,12,NA,NA,NA,NA,29/12/2019,15/08/2020,59323
96,Argentina,12,NA,NA,NA,NA,29/12/2019,22/08/2020,59324
97,Argentina,12,NA,NA,NA,NA,29/12/2019,29/08/2020,59328
98,Argentina,12,NA,NA,NA,NA,29/12/2019,05/09/2020,59332
99,Argentina,12,NA,NA,NA,NA,29/12/2019,12/09/2020,59335
100,Argentina,12,NA,NA,NA,NA,29/12/2019,19/09/2020,59337
101,Argentina,12,NA,NA,NA,NA,29/12/2019,26/09/2020,59341
102,Argentina,12,NA,NA,NA,NA,29/12/2019,25/01/2020,787
103,Argentina,12,NA,NA,NA,NA,29/12/2019,03/10/2020,59344
104,Argentina,12,NA,NA,NA,NA,29/12/2019,10/10/2020,59344
105,Argentina,12,NA,NA,NA,NA,29/12/2019,17/10/2020,59346
106,Argentina,12,NA,NA,NA,NA,29/12/2019,24/10/2020,59347
107,Argentina,12,NA,NA,NA,NA,29/12/2019,31/10/2020,59351
108,Argentina,12,NA,NA,NA,NA,29/12/2019,07/11/2020,59355
109,Argentina,12,NA,NA,NA,NA,29/12/2019,14/11/2020,59358
110,Argentina,12,NA,NA,NA,NA,29/12/2019,21/11/2020,59358
111,Argentina,12,NA,NA,NA,NA,29/12/2019,28/11/2020,59358
112,Argentina,12,NA,NA,NA,NA,29/12/2019,01/02/2020,1121
113,Argentina,12,NA,NA,NA,NA,29/12/2019,08/02/2020,1652
114,Argentina,12,NA,NA,NA,NA,29/12/2019,15/02/2020,2488
115,Argentina,12,NA,NA,NA,NA,29/12/2019,22/02/2020,3923
116,Argentina,12,NA,NA,NA,NA,29/12/2019,29/02/2020,6091
117,Argentina,12,NA,NA,NA,NA,30/12/2018,05/01/2019,5
118,Argentina,12,NA,NA,NA,NA,30/12/2018,09/03/2019,693
119,Argentina,12,NA,NA,NA,NA,30/12/2018,16/03/2019,879
120,Argentina,12,NA,NA,NA,NA,30/12/2018,23/03/2019,1052
121,Argentina,12,NA,NA,NA,NA,30/12/2018,30/03/2019,1220
122,Argentina,12,NA,NA,NA,NA,30/12/2018,06/04/2019,1438
123,Argentina,12,NA,NA,NA,NA,30/12/2018,13/04/2019,1669
124,Argentina,12,NA,NA,NA,NA,30/12/2018,20/04/2019,1861
125,Argentina,12,NA,NA,NA,NA,30/12/2018,27/04/2019,2088
126,Argentina,12,NA,NA,NA,NA,30/12/2018,04/05/2019,2289
127,Argentina,12,NA,NA,NA,NA,30/12/2018,11/05/2019,2589
128,Argentina,12,NA,NA,NA,NA,30/12/2018,12/01/2019,24
129,Argentina,12,NA,NA,NA,NA,30/12/2018,18/05/2019,2870
130,Argentina,12,NA,NA,NA,NA,30/12/2018,25/05/2019,3019
131,Argentina,12,NA,NA,NA,NA,30/12/2018,01/06/2019,3074
132,Argentina,12,NA,NA,NA,NA,30/12/2018,08/06/2019,3111
133,Argentina,12,NA,NA,NA,NA,30/12/2018,15/06/2019,3131
134,Argentina,12,NA,NA,NA,NA,30/12/2018,22/06/2019,3144
135,Argentina,12,NA,NA,NA,NA,30/12/2018,29/06/2019,3149
136,Argentina,12,NA,NA,NA,NA,30/12/2018,06/07/2019,3154
137,Argentina,12,NA,NA,NA,NA,30/12/2018,13/07/2019,3158
138,Argentina,12,NA,NA,NA,NA,30/12/2018,20/07/2019,3161
139,Argentina,12,NA,NA,NA,NA,30/12/2018,19/01/2019,52
140,Argentina,12,NA,NA,NA,NA,30/12/2018,27/07/2019,3164
141,Argentina,12,NA,NA,NA,NA,30/12/2018,03/08/2019,3166
142,Argentina,12,NA,NA,NA,NA,30/12/2018,10/08/2019,3166
143,Argentina,12,NA,NA,NA,NA,30/12/2018,17/08/2019,3167
144,Argentina,12,NA,NA,NA,NA,30/12/2018,24/08/2019,3170
145,Argentina,12,NA,NA,NA,NA,30/12/2018,31/08/2019,3173
146,Argentina,12,NA,NA,NA,NA,30/12/2018,07/09/2019,3174
147,Argentina,12,NA,NA,NA,NA,30/12/2018,14/09/2019,3174
148,Argentina,12,NA,NA,NA,NA,30/12/2018,21/09/2019,3174
149,Argentina,12,NA,NA,NA,NA,30/12/2018,28/09/2019,3174
150,Argentina,12,NA,NA,NA,NA,30/12/2018,26/01/2019,91
151,Argentina,12,NA,NA,NA,NA,30/12/2018,05/10/2019,3174
152,Argentina,12,NA,NA,NA,NA,30/12/2018,12/10/2019,3174
153,Argentina,12,NA,NA,NA,NA,30/12/2018,19/10/2019,3182
154,Argentina,12,NA,NA,NA,NA,30/12/2018,26/10/2019,3184
155,Argentina,12,NA,NA,NA,NA,30/12/2018,02/11/2019,3184
156,Argentina,12,NA,NA,NA,NA,30/12/2018,09/11/2019,3184
157,Argentina,12,NA,NA,NA,NA,30/12/2018,16/11/2019,3185
158,Argentina,12,NA,NA,NA,NA,30/12/2018,23/11/2019,3196
159,Argentina,12,NA,NA,NA,NA,30/12/2018,30/11/2019,3209
160,Argentina,12,NA,NA,NA,NA,30/12/2018,07/12/2019,3209
161,Argentina,12,NA,NA,NA,NA,30/12/2018,02/02/2019,170
162,Argentina,12,NA,NA,NA,NA,30/12/2018,14/12/2019,3211
163,Argentina,12,NA,NA,NA,NA,30/12/2018,21/12/2019,3213
164,Argentina,12,NA,NA,NA,NA,30/12/2018,28/12/2019,3220
165,Argentina,12,NA,NA,NA,NA,30/12/2018,09/02/2019,309
166,Argentina,12,NA,NA,NA,NA,30/12/2018,16/02/2019,394
167,Argentina,12,NA,NA,NA,NA,30/12/2018,23/02/2019,479
168,Argentina,12,NA,NA,NA,NA,30/12/2018,02/03/2019,562
169,Argentina,12,NA,NA,NA,NA,31/12/2017,06/01/2018,0
170,Argentina,12,NA,NA,NA,NA,31/12/2017,10/03/2018,54
171,Argentina,12,NA,NA,NA,NA,31/12/2017,17/03/2018,83
172,Argentina,12,NA,NA,NA,NA,31/12/2017,24/03/2018,125
173,Argentina,12,NA,NA,NA,NA,31/12/2017,31/03/2018,161
174,Argentina,12,NA,NA,NA,NA,31/12/2017,07/04/2018,236
175,Argentina,12,NA,NA,NA,NA,31/12/2017,21/04/2018,536
176,Argentina,12,NA,NA,NA,NA,31/12/2017,28/04/2018,701
177,Argentina,12,NA,NA,NA,NA,31/12/2017,13/01/2018,2
178,Argentina,12,NA,NA,NA,NA,31/12/2017,26/05/2018,1560
179,Argentina,12,NA,NA,NA,NA,31/12/2017,02/06/2018,1633
180,Argentina,12,NA,NA,NA,NA,31/12/2017,16/06/2018,1752
181,Argentina,12,NA,NA,NA,NA,31/12/2017,30/06/2018,1780
182,Argentina,12,NA,NA,NA,NA,31/12/2017,07/07/2018,1796
183,Argentina,12,NA,NA,NA,NA,31/12/2017,14/07/2018,1804
184,Argentina,12,NA,NA,NA,NA,31/12/2017,20/01/2018,4
185,Argentina,12,NA,NA,NA,NA,31/12/2017,04/08/2018,1809
186,Argentina,12,NA,NA,NA,NA,31/12/2017,11/08/2018,1806
187,Argentina,12,NA,NA,NA,NA,31/12/2017,18/08/2018,1803
188,Argentina,12,NA,NA,NA,NA,31/12/2017,25/08/2018,1800
189,Argentina,12,NA,NA,NA,NA,31/12/2017,01/09/2018,1801
190,Argentina,12,NA,NA,NA,NA,31/12/2017,08/09/2018,1803
191,Argentina,12,NA,NA,NA,NA,31/12/2017,15/09/2018,1803
192,Argentina,12,NA,NA,NA,NA,31/12/2017,22/09/2018,1805
193,Argentina,12,NA,NA,NA,NA,31/12/2017,29/09/2018,1805
194,Argentina,12,NA,NA,NA,NA,31/12/2017,27/01/2018,9
195,Argentina,12,NA,NA,NA,NA,31/12/2017,06/10/2018,1805
196,Argentina,12,NA,NA,NA,NA,31/12/2017,13/10/2018,1805
197,Argentina,12,NA,NA,NA,NA,31/12/2017,20/10/2018,1805
198,Argentina,12,NA,NA,NA,NA,31/12/2017,03/11/2018,1808
199,Argentina,12,NA,NA,NA,NA,31/12/2017,10/11/2018,1808
200,Argentina,12,NA,NA,NA,NA,31/12/2017,17/11/2018,1811
201,Argentina,12,NA,NA,NA,NA,31/12/2017,01/12/2018,1808
202,Argentina,12,NA,NA,NA,NA,31/12/2017,08/12/2018,1808
203,Argentina,12,NA,NA,NA,NA,31/12/2017,03/02/2018,19
204,Argentina,12,NA,NA,NA,NA,31/12/2017,15/12/2018,1808
205,Argentina,12,NA,NA,NA,NA,31/12/2017,22/12/2018,1809
206,Argentina,12,NA,NA,NA,NA,31/12/2017,29/12/2018,1829
207,Argentina,12,NA,NA,NA,NA,31/12/2017,10/02/2018,23
208,Argentina,12,NA,NA,NA,NA,31/12/2017,17/02/2018,23
209,Argentina,12,NA,NA,NA,NA,31/12/2017,24/02/2018,26
210,Argentina,12,NA,NA,NA,NA,31/12/2017,03/03/2018,34
211,Argentina,12,NA,NA,NA,NA,01/01/2017,07/01/2017,3
212,Argentina,12,NA,NA,NA,NA,01/01/2017,11/03/2017,89
213,Argentina,12,NA,NA,NA,NA,01/01/2017,18/03/2017,130
214,Argentina,12,NA,NA,NA,NA,01/01/2017,25/03/2017,175
215,Argentina,12,NA,NA,NA,NA,01/01/2017,15/04/2017,237
216,Argentina,12,NA,NA,NA,NA,01/01/2017,22/04/2017,280
217,Argentina,12,NA,NA,NA,NA,01/01/2017,29/04/2017,350
218,Argentina,12,NA,NA,NA,NA,01/01/2017,06/05/2017,393
219,Argentina,12,NA,NA,NA,NA,01/01/2017,13/05/2017,479
220,Argentina,12,NA,NA,NA,NA,01/01/2017,14/01/2017,3
221,Argentina,12,NA,NA,NA,NA,01/01/2017,20/05/2017,514
222,Argentina,12,NA,NA,NA,NA,01/01/2017,03/06/2017,546
223,Argentina,12,NA,NA,NA,NA,01/01/2017,17/06/2017,549
224,Argentina,12,NA,NA,NA,NA,01/01/2017,01/07/2017,549
225,Argentina,12,NA,NA,NA,NA,01/01/2017,15/07/2017,553
226,Argentina,12,NA,NA,NA,NA,01/01/2017,21/01/2017,8
227,Argentina,12,NA,NA,NA,NA,01/01/2017,29/07/2017,554
228,Argentina,12,NA,NA,NA,NA,01/01/2017,12/08/2017,560
229,Argentina,12,NA,NA,NA,NA,01/01/2017,26/08/2017,558
230,Argentina,12,NA,NA,NA,NA,01/01/2017,02/09/2017,558
231,Argentina,12,NA,NA,NA,NA,01/01/2017,09/09/2017,558
232,Argentina,12,NA,NA,NA,NA,01/01/2017,16/09/2017,557
233,Argentina,12,NA,NA,NA,NA,01/01/2017,23/09/2017,557
234,Argentina,12,NA,NA,NA,NA,01/01/2017,28/01/2017,12
235,Argentina,12,NA,NA,NA,NA,01/01/2017,07/10/2017,549
236,Argentina,12,NA,NA,NA,NA,01/01/2017,14/10/2017,549
237,Argentina,12,NA,NA,NA,NA,01/01/2017,21/10/2017,549
238,Argentina,12,NA,NA,NA,NA,01/01/2017,28/10/2017,549
239,Argentina,12,NA,NA,NA,NA,01/01/2017,04/11/2017,549
240,Argentina,12,NA,NA,NA,NA,01/01/2017,11/11/2017,550
241,Argentina,12,NA,NA,NA,NA,01/01/2017,18/11/2017,551
242,Argentina,12,NA,NA,NA,NA,01/01/2017,25/11/2017,552
243,Argentina,12,NA,NA,NA,NA,01/01/2017,02/12/2017,553
244,Argentina,12,NA,NA,NA,NA,01/01/2017,09/12/2017,553
245,Argentina,12,NA,NA,NA,NA,01/01/2017,04/02/2017,30
246,Argentina,12,NA,NA,NA,NA,01/01/2017,16/12/2017,555
247,Argentina,12,NA,NA,NA,NA,01/01/2017,23/12/2017,556
248,Argentina,12,NA,NA,NA,NA,01/01/2017,30/12/2017,557
249,Argentina,12,NA,NA,NA,NA,01/01/2017,11/02/2017,37
250,Argentina,12,NA,NA,NA,NA,01/01/2017,18/02/2017,46
251,Argentina,12,NA,NA,NA,NA,01/01/2017,25/02/2017,52
252,Argentina,12,NA,NA,NA,NA,01/01/2017,04/03/2017,69
253,Argentina,12,NA,NA,NA,NA,03/01/2016,09/01/2016,150
254,Argentina,12,NA,NA,NA,NA,03/01/2016,12/03/2016,32697
255,Argentina,12,NA,NA,NA,NA,03/01/2016,19/03/2016,38350
256,Argentina,12,NA,NA,NA,NA,03/01/2016,26/03/2016,41124
257,Argentina,12,NA,NA,NA,NA,03/01/2016,02/04/2016,47741
258,Argentina,12,NA,NA,NA,NA,03/01/2016,09/04/2016,52117
259,Argentina,12,NA,NA,NA,NA,03/01/2016,16/04/2016,56802
260,Argentina,12,NA,NA,NA,NA,03/01/2016,23/04/2016,60925
261,Argentina,12,NA,NA,NA,NA,03/01/2016,30/04/2016,63952
262,Argentina,12,NA,NA,NA,NA,03/01/2016,07/05/2016,67761
263,Argentina,12,NA,NA,NA,NA,03/01/2016,14/05/2016,70311
264,Argentina,12,NA,NA,NA,NA,03/01/2016,16/01/2016,268
265,Argentina,12,NA,NA,NA,NA,03/01/2016,21/05/2016,73296
266,Argentina,12,NA,NA,NA,NA,03/01/2016,28/05/2016,73610
267,Argentina,12,NA,NA,NA,NA,03/01/2016,04/06/2016,73905
268,Argentina,12,NA,NA,NA,NA,03/01/2016,11/06/2016,74368
269,Argentina,12,NA,NA,NA,NA,03/01/2016,18/06/2016,74782
270,Argentina,12,NA,NA,NA,NA,03/01/2016,25/06/2016,75189
271,Argentina,12,NA,NA,NA,NA,03/01/2016,02/07/2016,75705
272,Argentina,12,NA,NA,NA,NA,03/01/2016,09/07/2016,76104
273,Argentina,12,NA,NA,NA,NA,03/01/2016,16/07/2016,76272
274,Argentina,12,NA,NA,NA,NA,03/01/2016,23/07/2016,76435
275,Argentina,12,NA,NA,NA,NA,03/01/2016,23/01/2016,722
276,Argentina,12,NA,NA,NA,NA,03/01/2016,30/07/2016,76803
277,Argentina,12,NA,NA,NA,NA,03/01/2016,20/08/2016,76867
278,Argentina,12,NA,NA,NA,NA,03/01/2016,27/08/2016,76898
279,Argentina,12,NA,NA,NA,NA,03/01/2016,03/09/2016,76952
280,Argentina,12,NA,NA,NA,NA,03/01/2016,10/09/2016,76962
281,Argentina,12,NA,NA,NA,NA,03/01/2016,24/09/2016,77002
282,Argentina,12,NA,NA,NA,NA,03/01/2016,30/01/2016,2809
283,Argentina,12,NA,NA,NA,NA,03/01/2016,08/10/2016,77261
284,Argentina,12,NA,NA,NA,NA,03/01/2016,15/10/2016,77355
285,Argentina,12,NA,NA,NA,NA,03/01/2016,22/10/2016,77407
286,Argentina,12,NA,NA,NA,NA,03/01/2016,05/11/2016,77601
287,Argentina,12,NA,NA,NA,NA,03/01/2016,10/12/2016,78245
288,Argentina,12,NA,NA,NA,NA,03/01/2016,06/02/2016,4856
289,Argentina,12,NA,NA,NA,NA,03/01/2016,24/12/2016,79235
290,Argentina,12,NA,NA,NA,NA,03/01/2016,31/12/2016,79455
291,Argentina,12,NA,NA,NA,NA,03/01/2016,13/02/2016,9190
292,Argentina,12,NA,NA,NA,NA,03/01/2016,20/02/2016,14013
293,Argentina,12,NA,NA,NA,NA,03/01/2016,27/02/2016,19451
294,Argentina,12,NA,NA,NA,NA,03/01/2016,05/03/2016,24012
295,Argentina,12,NA,NA,NA,NA,04/01/2015,10/01/2015,55
296,Argentina,12,NA,NA,NA,NA,04/01/2015,14/03/2015,599
297,Argentina,12,NA,NA,NA,NA,04/01/2015,21/03/2015,803
298,Argentina,12,NA,NA,NA,NA,04/01/2015,28/03/2015,1192
299,Argentina,12,NA,NA,NA,NA,04/01/2015,04/04/2015,1138
300,Argentina,12,NA,NA,NA,NA,04/01/2015,11/04/2015,1285
301,Argentina,12,NA,NA,NA,NA,04/01/2015,18/04/2015,1514
302,Argentina,12,NA,NA,NA,NA,04/01/2015,25/04/2015,1731
303,Argentina,12,NA,NA,NA,NA,04/01/2015,02/05/2015,1906
304,Argentina,12,NA,NA,NA,NA,04/01/2015,16/05/2015,2263
305,Argentina,12,NA,NA,NA,NA,04/01/2015,30/05/2015,2428
306,Argentina,12,NA,NA,NA,NA,04/01/2015,06/06/2015,2486
307,Argentina,12,NA,NA,NA,NA,04/01/2015,13/06/2015,2517
308,Argentina,12,NA,NA,NA,NA,04/01/2015,20/06/2015,2553
309,Argentina,12,NA,NA,NA,NA,04/01/2015,27/06/2015,2595
310,Argentina,12,NA,NA,NA,NA,04/01/2015,04/07/2015,2605
311,Argentina,12,NA,NA,NA,NA,04/01/2015,11/07/2015,2636
312,Argentina,12,NA,NA,NA,NA,04/01/2015,18/07/2015,2655
313,Argentina,12,NA,NA,NA,NA,04/01/2015,25/07/2015,2682
314,Argentina,12,NA,NA,NA,NA,04/01/2015,24/01/2015,94
315,Argentina,12,NA,NA,NA,NA,04/01/2015,01/08/2015,2733
316,Argentina,12,NA,NA,NA,NA,04/01/2015,08/08/2015,2752
317,Argentina,12,NA,NA,NA,NA,04/01/2015,15/08/2015,2791
318,Argentina,12,NA,NA,NA,NA,04/01/2015,22/08/2015,2804
319,Argentina,12,NA,NA,NA,NA,04/01/2015,29/08/2015,2839
320,Argentina,12,NA,NA,NA,NA,04/01/2015,05/09/2015,2967
321,Argentina,12,NA,NA,NA,NA,04/01/2015,12/09/2015,3034
322,Argentina,12,NA,NA,NA,NA,04/01/2015,19/09/2015,3074
323,Argentina,12,NA,NA,NA,NA,04/01/2015,26/09/2015,3096
324,Argentina,12,NA,NA,NA,NA,04/01/2015,03/10/2015,3121
325,Argentina,12,NA,NA,NA,NA,04/01/2015,31/01/2015,99
326,Argentina,12,NA,NA,NA,NA,04/01/2015,10/10/2015,3153
327,Argentina,12,NA,NA,NA,NA,04/01/2015,17/10/2015,3180
328,Argentina,12,NA,NA,NA,NA,04/01/2015,24/10/2015,3227
329,Argentina,12,NA,NA,NA,NA,04/01/2015,31/10/2015,3281
330,Argentina,12,NA,NA,NA,NA,04/01/2015,07/11/2015,3313
331,Argentina,12,NA,NA,NA,NA,04/01/2015,14/11/2015,3366
332,Argentina,12,NA,NA,NA,NA,04/01/2015,21/11/2015,3421
333,Argentina,12,NA,NA,NA,NA,04/01/2015,28/11/2015,3454
334,Argentina,12,NA,NA,NA,NA,04/01/2015,05/12/2015,3523
335,Argentina,12,NA,NA,NA,NA,04/01/2015,12/12/2015,3554
336,Argentina,12,NA,NA,NA,NA,04/01/2015,07/02/2015,136
337,Argentina,12,NA,NA,NA,NA,04/01/2015,19/12/2015,3637
338,Argentina,12,NA,NA,NA,NA,04/01/2015,26/12/2015,3712
339,Argentina,12,NA,NA,NA,NA,04/01/2015,02/01/2016,4774
340,Argentina,12,NA,NA,NA,NA,04/01/2015,14/02/2015,259
341,Argentina,12,NA,NA,NA,NA,04/01/2015,21/02/2015,309
342,Argentina,12,NA,NA,NA,NA,04/01/2015,28/02/2015,387
343,Argentina,12,NA,NA,NA,NA,04/01/2015,07/03/2015,599
344,Argentina,12,NA,NA,NA,NA,29/12/2013,04/01/2014,63
345,Argentina,12,NA,NA,NA,NA,29/12/2013,08/03/2014,802
346,Argentina,12,NA,NA,NA,NA,29/12/2013,15/03/2014,938
347,Argentina,12,NA,NA,NA,NA,29/12/2013,22/03/2014,1074
348,Argentina,12,NA,NA,NA,NA,29/12/2013,29/03/2014,1154
349,Argentina,12,NA,NA,NA,NA,29/12/2013,05/04/2014,1234
350,Argentina,12,NA,NA,NA,NA,29/12/2013,12/04/2014,1347
351,Argentina,12,NA,NA,NA,NA,29/12/2013,19/04/2014,1475
352,Argentina,12,NA,NA,NA,NA,29/12/2013,26/04/2014,1603
353,Argentina,12,NA,NA,NA,NA,29/12/2013,03/05/2014,1752
354,Argentina,12,NA,NA,NA,NA,29/12/2013,10/05/2014,1902
355,Argentina,12,NA,NA,NA,NA,29/12/2013,11/01/2014,114
356,Argentina,12,NA,NA,NA,NA,29/12/2013,17/05/2014,2084
357,Argentina,12,NA,NA,NA,NA,29/12/2013,24/05/2014,2266
358,Argentina,12,NA,NA,NA,NA,29/12/2013,31/05/2014,2318
359,Argentina,12,NA,NA,NA,NA,29/12/2013,07/06/2014,2370
360,Argentina,12,NA,NA,NA,NA,29/12/2013,14/06/2014,2422
361,Argentina,12,NA,NA,NA,NA,29/12/2013,21/06/2014,2474
362,Argentina,12,NA,NA,NA,NA,29/12/2013,28/06/2014,2526
363,Argentina,12,NA,NA,NA,NA,29/12/2013,05/07/2014,2582
364,Argentina,12,NA,NA,NA,NA,29/12/2013,12/07/2014,2621
365,Argentina,12,NA,NA,NA,NA,29/12/2013,19/07/2014,2659
366,Argentina,12,NA,NA,NA,NA,29/12/2013,18/01/2014,114
367,Argentina,12,NA,NA,NA,NA,29/12/2013,26/07/2014,2682
368,Argentina,12,NA,NA,NA,NA,29/12/2013,02/08/2014,2704
369,Argentina,12,NA,NA,NA,NA,29/12/2013,09/08/2014,2727
